	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39
screen	0.0154196135699749	0.0032530908938497305	0.00039956209366209805	0.0007308977656066418	0.0019187581492587924	0.0009577487944625318	0.004133324604481459	0.0018909493228420615	0.0005139735294505954	0.000775107298977673	0.0	0.0032723615877330303	0.001556315692141652	0.0010359701700508595	0.0006626811809837818	0.0005779407219961286	0.005382615141570568	0.0	0.0014858923386782408	0.0027746891137212515	0.0012336557265371084	0.0	0.0	0.0	0.0	0.003979109693318605	0.0020176349207758904	0.0022525363601744175	0.001961765345185995	0.0	0.0011549077462404966	0.0	0.0	0.0	0.0007168152369558811	0.0	0.0024820819962769747	0.0005054132780060172	0.0	0.0
computer	0.01349922176450491	0.004131368827074766	0.0	0.0	0.0008011072059161961	0.0	0.0	0.0	0.0	0.0	0.0	0.001758185331709683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006222007214091718	0.0	0.0	0.0	0.0	0.0030568374786525965	0.0006937101716175675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002176611451432109	0.0	0.0	0.0
lab	0.012402936816215515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000926275213714689	0.0	0.0007684954325668514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005002981633879244	0.0
control	0.010801284573972225	0.0	0.0006254315958358347	0.0007578417425975204	0.0	0.000813809223473072	0.0006512146792374551	0.00047477727639488876	0.0	0.0004598218947649002	0.0	0.007302874233573675	0.0	0.0	0.0010424390202388167	0.0010841715848073363	0.0005562924197874963	0.0	0.0008682949119247496	0.0	0.0023009434808045626	0.0004912136937491596	0.0	0.0	0.0	0.005765772890299559	0.0004045577661599964	0.00047200717381201684	0.00046338202082552016	0.0	0.00040950742550194263	0.002505421871319413	0.0	0.0	0.0	0.0008071563788689673	0.015920979902148247	0.0006845606258139014	0.0	0.0
monitor	0.010218381881713867	0.0004685136955231428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011492302874103189	0.0	0.0	0.0	0.0	0.001511666807346046	0.0011446223361417651	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003574390721041709	0.0	0.0	0.0
world	0.008462049067020416	0.001140030799433589	0.000517288688570261	0.0045976294204592705	0.001989467767998576	0.0	0.004661231301724911	0.000532844802364707	0.00263802008703351	0.001258251373656094	0.001815945841372013	0.0018590267281979322	0.0012769177556037903	0.0006602139328606427	0.000388529704650864	0.0012369558680802584	0.001069793477654457	0.0006084893248043954	0.004049859941005707	0.0017271684482693672	0.00047599567915312946	0.0006241785013116896	0.0013050317065790296	0.0006414820672944188	0.0008282482158392668	0.0	0.0007579668890684843	0.0011835891054943204	0.0023002885282039642	0.008648525923490524	0.000877608370501548	0.0015658733900636435	0.002696957206353545	0.001606123405508697	0.0010876755695790052	0.00048418191727250814	0.0	0.0009837569668889046	0.0011862543178722262	0.003615030087530613
machine	0.008440750651061535	0.002203400945290923	0.0	0.0	0.001012221910059452	0.0024507269263267517	0.000978099531494081	0.000939938414376229	0.006802149582654238	0.007693079765886068	0.0004026895039714873	0.0	0.00044845955562777817	0.0018769961316138506	0.0006909468211233616	0.0014514466747641563	0.000568925985135138	0.0	0.0025274967774748802	0.0004994023474864662	0.001345331547781825	0.0005954900989308953	0.0010643015848472714	0.004052088130265474	0.0	0.0	0.0014177999692037702	0.0031234046909958124	0.0006957113509997725	0.0	0.0	0.0008426610729657114	0.0	0.0007869873661547899	0.0	0.0	0.0012531921966001391	0.0	0.0	0.0
system	0.007733550854027271	0.00043895974522456527	0.0	0.00047530554002150893	0.0	0.0	0.0	0.0006767229060642421	0.0005567748448811471	0.0	0.0	0.0004268652992323041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005465273279696703	0.0	0.0	0.0	0.0	0.003941736184060574	0.0005203683394938707	0.0004600679676514119	0.0	0.0008336499449796975	0.0	0.0	0.0	0.0	0.0	0.0	0.0022089730482548475	0.0	0.0	0.0
light	0.007617664523422718	0.002552997088059783	0.0045894659124314785	0.0013578092912212014	0.000879105064086616	0.012628663331270218	0.0043050367385149	0.0012295212363824248	0.000894188997335732	0.0010152483591809869	0.0008557735709473491	0.005250579211860895	0.0018592370906844735	0.0028666609432548285	0.006158044096082449	0.0012027062475681305	0.003918883856385946	0.00042950568604283035	0.001891368068754673	0.0008563695009797812	0.003772380528971553	0.0024226189125329256	0.0012173635186627507	0.0006105180946178734	0.0008211067761294544	0.005354480817914009	0.0017056848155334592	0.0031842126045376062	0.003256155177950859	0.0	0.005454447120428085	0.00037841504672542214	0.0032825188245624304	0.0015269392170011997	0.0017820940120145679	0.0026596130337566137	0.004307300318032503	0.0006397448596544564	0.0009210733114741743	0.0009142036433331668
image	0.006595203652977943	0.0018150790128856897	0.0007097803172655404	0.0009496705024503171	0.0	0.0011128330370411277	0.0014436254277825356	0.00046090857358649373	0.0008273230050690472	0.0	0.0	0.0016851973487064242	0.0005387978162616491	0.0	0.0	0.0	0.0031006105709820986	0.0	0.0	0.0011807680130004883	0.001161906635388732	0.0	0.0	0.0	0.0	0.0022256020456552505	0.0	0.0	0.00038119859527796507	0.0	0.0006724045961163938	0.0006434593815356493	0.0009331456385552883	0.0	0.0	0.0	0.0	0.0	0.0	0.0006057791761122644
